Name,Department,Faculty,Profile_Link
Ms. Thushari Ariyarathna,Department of Chemical and Process Engineering,Faculty of Engineering,https://eng.pdn.ac.lk/chemical/?page_id=198&um_user=msthushari
Ms. Wasantha Menike,Department of Chemical and Process Engineering,Faculty of Engineering,https://eng.pdn.ac.lk/chemical/?page_id=198&um_user=mswasantha
DR. A.G.H.J. EDIRISINGHE,Department of Civil Engineering,Faculty of Engineering,http://eng.pdn.ac.lk/civil/people/drEdirisinghe.php
PROF. S.B.S. ABAYAKOON,Department of Civil Engineering,Faculty of Engineering,http://eng.pdn.ac.lk/civil/people/profAbayakoon.php
PROF. S. B. WEERAKOON,Department of Civil Engineering,Faculty of Engineering,http://eng.pdn.ac.lk/civil/people/profWeerakoon.php
PROF. K. D. W. NANDALAL,Department of Civil Engineering,Faculty of Engineering,http://eng.pdn.ac.lk/civil/people/profKDWNandalal.php
PROF. RANJITH DISSANAYAKE,Department of Civil Engineering,Faculty of Engineering,http://eng.pdn.ac.lk/civil/people/profRanjithDissanayake.php
PROF. K.P.P. PATHIRANA,Department of Civil Engineering,Faculty of Engineering,http://eng.pdn.ac.lk/civil/people/profPathirana.php
PROF. J.J. WIJETUNGE,Department of Civil Engineering,Faculty of Engineering,http://eng.pdn.ac.lk/civil/people/profWijetunga.php
PROF. U. DE S. JAYAWARDENA,Department of Civil Engineering,Faculty of Engineering,http://eng.pdn.ac.lk/civil/people/profJayawardhana.php
PROF. G.B.B. HERATH,Department of Civil Engineering,Faculty of Engineering,http://eng.pdn.ac.lk/civil/people/profGBBHerath.php
MR. H. ABEYRUWAN,Department of Civil Engineering,Faculty of Engineering,http://eng.pdn.ac.lk/civil/people/drAbeyruwan.php
DR. A. L. M. MAUROOF,Department of Civil Engineering,Faculty of Engineering,http://eng.pdn.ac.lk/civil/people/drMauroof.php
DR. K.R.B. HERATH,Department of Civil Engineering,Faculty of Engineering,http://eng.pdn.ac.lk/civil/people/drKBBHerath.php
DR. I.M.S. SATHYAPRASAD,Department of Civil Engineering,Faculty of Engineering,http://eng.pdn.ac.lk/civil/people/drIMSSathyaprasad.php
DR. U. I. DISSANAYAKE,Department of Civil Engineering,Faculty of Engineering,http://eng.pdn.ac.lk/civil/people/drUIDissanayake.php
DR. L.C. KURUKULASURIYA,Department of Civil Engineering,Faculty of Engineering,http://eng.pdn.ac.lk/civil/people/drLCKurukulasooriya.php
DR.(MRS)D. DE S. UDAKARA,Department of Civil Engineering,Faculty of Engineering,http://eng.pdn.ac.lk/civil/people/drSUdakara.php
Dr. P.B.G. Dissanayake,Department of Civil Engineering,Faculty of Engineering,http://eng.pdn.ac.lk/civil/people/drPBGDissanayake.php
DR. A.M.R.G. ATHAPATHTHU,Department of Civil Engineering,Faculty of Engineering,http://eng.pdn.ac.lk/civil/people/drAMRGAthapaththu.php
DR(MRS) S. R. HERATH,Department of Civil Engineering,Faculty of Engineering,http://eng.pdn.ac.lk/civil/people/drSRHerath.php
DR. K.B.S.N. JINADASA,Department of Civil Engineering,Faculty of Engineering,http://eng.pdn.ac.lk/civil/people/drKBSNJinadasa.php
DR. W.M.V.S.K. WICKRAMASINGHE,Department of Civil Engineering,Faculty of Engineering,http://eng.pdn.ac.lk/civil/people/drWMVSKWickramasinghe.php
DR. (MRS) H. K. NANDALAL,Department of Civil Engineering,Faculty of Engineering,http://eng.pdn.ac.lk/civil/people/drHKNandalal.php
DR.(MRS). K.G.N.NANAYAKKARA,Department of Civil Engineering,Faculty of Engineering,http://eng.pdn.ac.lk/civil/people/drKGNNanayakkara.php
DR. (MRS).C.K. PATHIRANA,Department of Civil Engineering,Faculty of Engineering,http://eng.pdn.ac.lk/civil/people/drCKPathirana.php
DR. H.D. YAPA,Department of Civil Engineering,Faculty of Engineering,http://eng.pdn.ac.lk/civil/people/drHDYapa.php
DR. KUSHAN KALMITH WIJESUNDARA,Department of Civil Engineering,Faculty of Engineering,http://eng.pdn.ac.lk/civil/people/drKKWijesundara.php
DR. (MS.) W.C.T.K. GUNAWARDANA,Department of Civil Engineering,Faculty of Engineering,http://eng.pdn.ac.lk/civil/people/drWCTKGunawardana.php
DR. DHAMMIKA ABEYKOON,Department of Civil Engineering,Faculty of Engineering,http://eng.pdn.ac.lk/civil/people/drDAbeykoon.php
DR. CHAMINDU DEEPAGODA T.K.K.,Department of Civil Engineering,Faculty of Engineering,http://eng.pdn.ac.lk/civil/people/drTKKCDeepagoda%20.php
DR. M. C. M. NASVI,Department of Civil Engineering,Faculty of Engineering,http://eng.pdn.ac.lk/civil/people/drMCMNasvi.php
DR. CHAMINDA S. BANDARA,Department of Civil Engineering,Faculty of Engineering,http://eng.pdn.ac.lk/civil/people/drCSBandara.php
DR. LASHITHA RATHNAYAKE,Department of Civil Engineering,Faculty of Engineering,http://eng.pdn.ac.lk/civil/people/drLRathnayake.php
DR. J.A.S.C.JAYASINGHE,Department of Civil Engineering,Faculty of Engineering,http://eng.pdn.ac.lk/civil/people/dr.JASCJayasinghe.php
DR. S.K.NAVARATNARAJAH,Department of Civil Engineering,Faculty of Engineering,http://eng.pdn.ac.lk/civil/people/drSKNavaratnarajah.php
DR. H. A. D. SAMITH BUDDIKA,Department of Civil Engineering,Faculty of Engineering,http://eng.pdn.ac.lk/civil/people/Dr.%20HADSBuddika.php
DR. PANDUKA NELUWALA,Department of Civil Engineering,Faculty of Engineering,http://eng.pdn.ac.lk/civil/people/drPNeluwala.php
MRS. G. M. P. R. WEERAKOON,Department of Civil Engineering,Faculty of Engineering,http://eng.pdn.ac.lk/civil/people/MrsGMPRWeerakoon.php
MR. D.D. DIAS,Department of Civil Engineering,Faculty of Engineering,http://eng.pdn.ac.lk/civil/people/MrDDDias.php
Dhammika Elkaduwe,Department of Computer Engineering,Faculty of Engineering,http://www.ce.pdn.ac.lk/dhammika.html
Asitha Bandaranayake,Department of Computer Engineering,Faculty of Engineering,http://www.ce.pdn.ac.lk/asitha.html
Shirley Devapriya Dewasurendra,Department of Computer Engineering,Faculty of Engineering,http://www.ce.pdn.ac.lk/dewasurendra.html
Sampath Deegalla,Department of Computer Engineering,Faculty of Engineering,http://www.ce.pdn.ac.lk/sampath.html
Damayanthi Herath,Department of Computer Engineering,Faculty of Engineering,http://www.ce.pdn.ac.lk/damayanthi.html
Suneth Namal Karunarathna,Department of Computer Engineering,Faculty of Engineering,http://www.ce.pdn.ac.lk/namal.html
Ziyan Maraikar,Department of Computer Engineering,Faculty of Engineering,http://www.ce.pdn.ac.lk/ziyan.html
Swarnalatha Radhakrishnan,Department of Computer Engineering,Faculty of Engineering,http://www.ce.pdn.ac.lk/swarna.html
Roshan G. Ragel,Department of Computer Engineering,Faculty of Engineering,http://www.ce.pdn.ac.lk/roshan.html
Krishanthmohan Ratnam,Department of Computer Engineering,Faculty of Engineering,http://www.ce.pdn.ac.lk/krishanth.html
Kamalanath Samarakoon,Department of Computer Engineering,Faculty of Engineering,http://www.ce.pdn.ac.lk/kamalnath.html
Manjula Sandirigama,Department of Computer Engineering,Faculty of Engineering,http://www.ce.pdn.ac.lk/manjula.html
Prof. M.A.R.M. Fernando,Department of Electrical and Electronic Engineering,Faculty of Engineering,http://eng.pdn.ac.lk/deee/staff/academic/prof.marm.fernando/profile.php
Prof. J.B. Ekanayake,Department of Electrical and Electronic Engineering,Faculty of Engineering,http://eng.pdn.ac.lk/deee/staff/academic/prof.jb.ekanayake/profile.php
Prof. K.M. Liyanage,Department of Electrical and Electronic Engineering,Faculty of Engineering,http://eng.pdn.ac.lk/deee/staff/academic/prof.km.liyanage/profile.php
Prof. D.N. Uduwawala,Department of Electrical and Electronic Engineering,Faculty of Engineering,http://eng.pdn.ac.lk/deee/staff/academic/dr.dn.uduwawala/profile.php
Dr. S.G. Abeyratne,Department of Electrical and Electronic Engineering,Faculty of Engineering,http://eng.pdn.ac.lk/deee/staff/academic/dr.sg.abeyratne/profile.php
Dr. Prabath J. Binduhewa,Department of Electrical and Electronic Engineering,Faculty of Engineering,http://eng.pdn.ac.lk/deee/staff/academic/dr.pj.binduhewa/profile.php
Dr. Maheshi B. Dissanayake,Department of Electrical and Electronic Engineering,Faculty of Engineering,http://eng.pdn.ac.lk/deee/staff/academic/dr.mb.dissanayake/profile.php
Dr. C. Dharmagunawardhana,Department of Electrical and Electronic Engineering,Faculty of Engineering,http://eng.pdn.ac.lk/deee/staff/academic/dr.c.dharmagunawardhana/profile.php
Dr. M.P.B. Ekanayake,Department of Electrical and Electronic Engineering,Faculty of Engineering,http://eng.pdn.ac.lk/deee/staff/academic/dr.mpb.ekanayake/profile.php
Dr. G.M.R.I. Godaliyadda,Department of Electrical and Electronic Engineering,Faculty of Engineering,http://eng.pdn.ac.lk/deee/staff/academic/dr.gmri.godaliyadda/profile.php
Dr. Aruna Gunawardena,Department of Electrical and Electronic Engineering,Faculty of Engineering,http://eng.pdn.ac.lk/deee/staff/academic/dr.a.gunawardena/profile.php
Dr. V.R. Herath,Department of Electrical and Electronic Engineering,Faculty of Engineering,http://eng.pdn.ac.lk/deee/staff/academic/dr.vr.herath/profile.php
Dr. K.D.R.J. Kumara,Department of Electrical and Electronic Engineering,Faculty of Engineering,http://eng.pdn.ac.lk/deee/staff/academic/dr.kdrj.kumara/profile.php
Dr. J.R.S. Kumara,Department of Electrical and Electronic Engineering,Faculty of Engineering,http://eng.pdn.ac.lk/deee/staff/academic/dr.jrs.kumara/profile.php
Dr. R.D. Ranaweera,Department of Electrical and Electronic Engineering,Faculty of Engineering,http://eng.pdn.ac.lk/deee/staff/academic/dr.r.ranaweera/profile.php
Dr. K.B.N. Ratnayake,Department of Electrical and Electronic Engineering,Faculty of Engineering,http://eng.pdn.ac.lk/deee/staff/academic/dr.kbn.ratnayake/profile.php
Dr. K.R.M.N. Ratnayake,Department of Electrical and Electronic Engineering,Faculty of Engineering,http://eng.pdn.ac.lk/deee/staff/academic/dr.krmn.ratnayake/profile.php
Dr. Lilantha Samaranayake,Department of Electrical and Electronic Engineering,Faculty of Engineering,http://eng.pdn.ac.lk/deee/staff/academic/dr.l.samaranayake/profile.php
Dr. Janaka Wijayakulasooriya,Department of Electrical and Electronic Engineering,Faculty of Engineering,http://eng.pdn.ac.lk/deee/staff/academic/dr.j.wijayakulasooriya/profile.php
Dr. S.A.H.A. Suraweera,Department of Electrical and Electronic Engineering,Faculty of Engineering,http://eng.pdn.ac.lk/deee/staff/academic/dr.saha.suraweera/profile.php
Dr. S.L.P. Yasakethu,Department of Electrical and Electronic Engineering,Faculty of Engineering,http://eng.pdn.ac.lk/deee/staff/academic/dr.l.yasakethu/profile.php
Dr. W. A. N. I. Harischandra,Department of Electrical and Electronic Engineering,Faculty of Engineering,http://eng.pdn.ac.lk/deee/staff/academic/dr.wani.harischandra/profile.php
Dr. P.M. Senadeera,Department of Electrical and Electronic Engineering,Faculty of Engineering,http://eng.pdn.ac.lk/deee/staff/academic/dr.pm.senadeera/profile.php
Prof. K. S. Walgama,Department of Engineering Mathematics,Faculty of Engineering,http://eng.pdn.ac.lk/mathematics/otherpages/staff/proWalgama.html
Dr. K. Perera,Department of Engineering Mathematics,Faculty of Engineering,http://eng.pdn.ac.lk/mathematics/otherpages/staff/DrKan.html
Prof. K. A. S. Susantha,Department of Engineering Mathematics,Faculty of Engineering,http://eng.pdn.ac.lk/mathematics/otherpages/staff/DrSusan.html
Dr. (Ms.) D. S. K. Karunasinghe,Department of Engineering Mathematics,Faculty of Engineering,http://eng.pdn.ac.lk/mathematics/otherpages/staff/dula.html
Dr. G. W. R. M. R. Palamakumbura,Department of Engineering Mathematics,Faculty of Engineering,http://eng.pdn.ac.lk/mathematics/otherpages/staff/pal.html
Dr. S. P. C. Perera,Department of Engineering Mathematics,Faculty of Engineering,http://eng.pdn.ac.lk/mathematics/otherpages/staff/pere.html
Dr. M. I. M. Ishak,Department of Engineering Mathematics,Faculty of Engineering,http://eng.pdn.ac.lk/mathematics/otherpages/staff/ishak.html
Dr. R. Meegaskumbura,Department of Engineering Mathematics,Faculty of Engineering,http://eng.pdn.ac.lk/mathematics/otherpages/staff/meegas.html
Dr. C. K. Walgampaya,Department of Engineering Mathematics,Faculty of Engineering,http://eng.pdn.ac.lk/mathematics/otherpages/staff/DrWalgampaya.html
Mr. N. L. Jayatilake,Department of Engineering Mathematics,Faculty of Engineering,http://eng.pdn.ac.lk/mathematics/otherpages/staff/jaya.html
Dr. Janitha Gunatilake,Department of Engineering Mathematics,Faculty of Engineering,http://eng.pdn.ac.lk/mathematics/otherpages/staff/DrJanithaG.html
Ms. R. M. S. Dissanayake,Department of Engineering Mathematics,Faculty of Engineering,http://eng.pdn.ac.lk/mathematics/otherpages/staff/dissa.html
Prof. Leelananda Rajapaksha,Department of Mechanical Engineering,Faculty of Engineering,http://eng.pdn.ac.lk/pages/departmentHome/ME/otherpages/staff/l_rajapaksha.html
Mr. S.K. Seneviratne,Department of Mechanical Engineering,Faculty of Engineering,http://eng.pdn.ac.lk/pages/departmentHome/ME/otherpages/staff/senevirathne.html
Dr. E.M.P.B. Boyagoda,Department of Mechanical Engineering,Faculty of Engineering,http://eng.pdn.ac.lk/pages/departmentHome/ME/otherpages/staff/boyagoda.html
Dr. D.H.S. Maithripala,Department of Mechanical Engineering,Faculty of Engineering,http://eng.pdn.ac.lk/pages/departmentHome/ME/otherpages/staff/Dr%20Maithripala.html
Ms. I.W.Kularatne,Department of Mechanical Engineering,Faculty of Engineering,http://eng.pdn.ac.lk/pages/departmentHome/ME/otherpages/staff/kularathne.html
Ms. K.G.S.Mangalika,Department of Mechanical Engineering,Faculty of Engineering,http://eng.pdn.ac.lk/pages/departmentHome/ME/otherpages/staff/Mangali.html
Ms. L.U. Bakmeedeniya,Department of Mechanical Engineering,Faculty of Engineering,http://eng.pdn.ac.lk/pages/departmentHome/ME/otherpages/staff/bakmeedeniya.html
Ms. U.Kotakadeniya,Department of Mechanical Engineering,Faculty of Engineering,http://eng.pdn.ac.lk/pages/departmentHome/ME/otherpages/staff/kotakadeniya.html
Dr. D.A.A.C. Ratnaweera,Department of Mechanical Engineering,Faculty of Engineering,http://eng.pdn.ac.lk/pages/departmentHome/ME/otherpages/staff/rathnaweera.html
Dr. S.D.G.S.P. Gunawardane,Department of Mechanical Engineering,Faculty of Engineering,http://eng.pdn.ac.lk/pages/departmentHome/ME/otherpages/staff/gunawardhana.html
Dr.W. P. D. Fernando ,Department of Mechanical Engineering,Faculty of Engineering,http://eng.pdn.ac.lk/pages/departmentHome/ME/otherpages/staff/p_fonando.html
Mr. H.S.I. Dharamarathne,Department of Mechanical Engineering,Faculty of Engineering,http://eng.pdn.ac.lk/pages/departmentHome/ME/otherpages/staff/dharmaratne.html
Mr. L. Sripragash,Department of Mechanical Engineering,Faculty of Engineering,http://eng.pdn.ac.lk/pages/departmentHome/ME/otherpages/staff/sri.html
Ms. B.M.P. Basnayaka,Department of Mechanical Engineering,Faculty of Engineering,http://eng.pdn.ac.lk/pages/departmentHome/ME/otherpages/staff/basnayake.html
Dr. G.B.B. Herath,Department of Engineering Management,Faculty of Engineering,http://eng.pdn.ac.lk/management/gemunuherath.php
Ms. K.K.K. Sylva,Department of Engineering Management,Faculty of Engineering,http://eng.pdn.ac.lk/management/kkksylva.php
Mr. S.M. Dissanayake,Department of Engineering Management,Faculty of Engineering,http://eng.pdn.ac.lk/management/smdissanayake.php
Mr. I. W. N. Bandaranayake,Department of Engineering Management,Faculty of Engineering,http://eng.pdn.ac.lk/management/iwnbandaranayake.php
Mrs. Iresha Ekanayake,Department of Engineering Management,Faculty of Engineering,http://eng.pdn.ac.lk/management/iekanayake.php
Ms. Poojani Perera,Department of Engineering Management,Faculty of Engineering,target='_blank'
Mr. W.R.M.U. Wickramasinghe,Industrial Training & Career Guidance Unit,Faculty of Engineering,target='_blank'
Dr. S.B. Wijekoon ,Industrial Training & Career Guidance Unit,Faculty of Engineering,target='_blank'
Ms. S.W.M.S.S.K. Wijeratne ,Industrial Training & Career Guidance Unit,Faculty of Engineering,target='_blank'
Ms. M.M.G.V. Shyamalee ,Industrial Training & Career Guidance Unit,Faculty of Engineering,target='_blank'
Dr. Athula Ekanayake,Department of Business Finance,Faculty of Management,http://mgt.pdn.ac.lk/departments/dbf/profile.php?sid=21
Dr. M. Alfred,Department of Business Finance,Faculty of Management,http://mgt.pdn.ac.lk/departments/dbf/profile.php?sid=22
Mr. S.M.U.T.S. Subasinghe,Department of Business Finance,Faculty of Management,http://mgt.pdn.ac.lk/departments/dbf/profile.php?sid=23
Ms. Sujeewa Kodithuwakku,Department of Business Finance,Faculty of Management,http://mgt.pdn.ac.lk/departments/dbf/profile.php?sid=24
Dr. M.G.P.D. Menike,Department of Business Finance,Faculty of Management,http://mgt.pdn.ac.lk/departments/dbf/profile.php?sid=25
Ms. V. Jayakumar,Department of Business Finance,Faculty of Management,http://mgt.pdn.ac.lk/departments/dbf/profile.php?sid=26
Ms. P.L.W. Priyadarshani,Department of Business Finance,Faculty of Management,http://mgt.pdn.ac.lk/departments/dbf/profile.php?sid=27
Ms. S. Yamuna,Department of Business Finance,Faculty of Management,http://mgt.pdn.ac.lk/departments/dbf/profile.php?sid=28
Ms. Nishani Kaushalya Mudalige,Department of Business Finance,Faculty of Management,http://mgt.pdn.ac.lk/departments/dbf/profile.php?sid=29
Ms. Madushani Gunathilake,Department of Business Finance,Faculty of Management,http://mgt.pdn.ac.lk/departments/dbf/profile.php?sid=30
Ms. M. N. F. Nuskiya,Department of Business Finance,Faculty of Management,http://mgt.pdn.ac.lk/departments/dbf/profile.php?sid=31
Mr. D.D.C. Kavinda,Department of Business Finance,Faculty of Management,http://mgt.pdn.ac.lk/departments/dbf/profile.php?sid=33
Ms. P. Suwathika,Department of Business Finance,Faculty of Management,http://mgt.pdn.ac.lk/departments/dbf/profile.php?sid=69
Mr E.K.P.S Epa,Department of Business Finance,Faculty of Management,http://mgt.pdn.ac.lk/departments/dbf/profile.php?sid=70
Mr. M.V.R.U.K.B Ariyarathna,Department of Business Finance,Faculty of Management,http://mgt.pdn.ac.lk/departments/dbf/profile.php?sid=71
Mr. N. Agilan,Department of Human Resource Management,Faculty of Management,http://mgt.pdn.ac.lk/departments/dhrm/profile.php?sid=14
Dr. Richard Wickramaratne,Department of Human Resource Management,Faculty of Management,http://mgt.pdn.ac.lk/departments/dhrm/profile.php?sid=13
Ms. Erandathi Jayawickrama,Department of Human Resource Management,Faculty of Management,http://mgt.pdn.ac.lk/departments/dhrm/profile.php?sid=15
MS.Waruni Edirisooriya,Department of Human Resource Management,Faculty of Management,http://mgt.pdn.ac.lk/departments/dhrm/profile.php?sid=16
Ms. Subashini Weerakotuwa,Department of Human Resource Management,Faculty of Management,http://mgt.pdn.ac.lk/departments/dhrm/profile.php?sid=17
Ms. Rakhitha Munasinghe,Department of Human Resource Management,Faculty of Management,http://mgt.pdn.ac.lk/departments/dhrm/profile.php?sid=18
Ms. S. D. Fahima Mumthaz,Department of Human Resource Management,Faculty of Management,http://mgt.pdn.ac.lk/departments/dhrm/profile.php?sid=19
Mr.V.Tharmathasan,Department of Management Studies ,Faculty of Management,http://mgt.pdn.ac.lk/departments/dms/profile.php?sid=5
Ms. M. Ranasinghe,Department of Management Studies,Faculty of Management,http://mgt.pdn.ac.lk/departments/dms/profile.php?sid=6
Ms.R.M.C. Kumari,Department of Management Studies,Faculty of Management,http://mgt.pdn.ac.lk/departments/dms/profile.php?sid=7
Ms.HHAJ Gunatissa,Department of Management Studies,Faculty of Management,http://mgt.pdn.ac.lk/departments/dms/profile.php?sid=8
Ms. Adeesha Hansani Jayarathna,Department of Management Studies,Faculty of Management,http://mgt.pdn.ac.lk/departments/dms/profile.php?sid=9
Mr.T.S.S.Fernando,Department of Management Studies,Faculty of Management,http://mgt.pdn.ac.lk/departments/dms/profile.php?sid=10
Ms. A.S.Shiromy,Department of Management Studies,Faculty of Management,http://mgt.pdn.ac.lk/departments/dms/profile.php?sid=11
Mr. D. I. J. Samaranayake,Department of Management Studies,Faculty of Management,http://mgt.pdn.ac.lk/departments/dms/profile.php?sid=12
Dr. B.A. Nuresh Eranda,Department of Marketing Management,Faculty of Management,http://mgt.pdn.ac.lk/departments/dmm/profile.php?sid=3
Mrs. W.M.H.U.Wijethunga,Department of Marketing Management,Faculty of Management,http://mgt.pdn.ac.lk/departments/dmm/profile.php?sid=1
Ms. K.H.M.A.R. Kolongahapitiya,Department of Marketing Management,Faculty of Management,http://mgt.pdn.ac.lk/departments/dmm/profile.php?sid=2
Ms. B.S. Hettiarachchy,Department of Marketing Management,Faculty of Management,http://mgt.pdn.ac.lk/departments/dmm/profile.php?sid=4
Dr. S. Maheswaran,Department of Operations Management,Faculty of Management,http://mgt.pdn.ac.lk/departments/dom/profile.php?sid=44
Prof. Milton Rajaratne,Department of Operations Management,Faculty of Management,http://mgt.pdn.ac.lk/departments/dom/profile.php?sid=36
Dr. R. H. Kuruppuge,Department of Operations Management,Faculty of Management,http://mgt.pdn.ac.lk/departments/dom/profile.php?sid=37
Mr. A.M.A.S.M. Bandara,Department of Operations Management,Faculty of Management,http://mgt.pdn.ac.lk/departments/dom/profile.php?sid=38
Ms. HLM De Silva,Department of Operations Management,Faculty of Management,http://mgt.pdn.ac.lk/departments/dom/profile.php?sid=39
Mr. G.C.I. Gunarathne,Department of Operations Management,Faculty of Management,http://mgt.pdn.ac.lk/departments/dom/profile.php?sid=40
Ms. Subagya Dasnayake,Department of Operations Management,Faculty of Management,http://mgt.pdn.ac.lk/departments/dom/profile.php?sid=41
Ms.P.W. Tennekoon,Department of Operations Management,Faculty of Management,http://mgt.pdn.ac.lk/departments/dom/profile.php?sid=42
Ms. S.P.Aryarathne,Department of Operations Management,Faculty of Management,http://mgt.pdn.ac.lk/departments/dom/profile.php?sid=43
Ms. Kumarasiri,Department of Operations Management,Faculty of Management,http://mgt.pdn.ac.lk/departments/dom/profile.php?sid=59
Ms R. Sinthoory,Department of Operations Management,Faculty of Management,http://mgt.pdn.ac.lk/departments/dom/profile.php?sid=66
Ms L.N. Priyashani,Department of Operations Management,Faculty of Management,http://mgt.pdn.ac.lk/departments/dom/profile.php?sid=67
Ms. A.M.S.M.C.M. Aththanayake,Department of Operations Management,Faculty of Management,http://mgt.pdn.ac.lk/departments/dom/profile.php?sid=68
Dr. Jayampathy Dissanayake,Department of Anatomy,Faculty of Medicine,http://med.pdn.ac.lk/departments/anatomy/staff/dissanayake.html
PROF. S.B. ADIKARI,Department of Anatomy,Faculty of Medicine,http://med.pdn.ac.lk/departments/anatomy/staff/adikari.html
DR. H.M.A. SOMINANDA,Department of Anatomy,Faculty of Medicine,http://med.pdn.ac.lk/departments/anatomy/staff/sominamda.html
Dr. Himani Amaratunga,Department of Anatomy,Faculty of Medicine,http://med.pdn.ac.lk/departments/anatomy/staff/amarathunga.html
Dr. S.M.K. Gamage,Department of Anatomy,Faculty of Medicine,http://med.pdn.ac.lk/departments/anatomy/staff/drgamage.html
Dr. Keerthie Dissanayake,Department of Anatomy,Faculty of Medicine,http://med.pdn.ac.lk/departments/anatomy/staff/DrKeerthie.html
Dr. Lakshika Pathirana,Department of Anatomy,Faculty of Medicine,http://med.pdn.ac.lk/departments/anatomy/staff/drlyvpathirna.html
Prof. H.K.I. Perera,Department of Biochemistry,Faculty of Medicine,http://med.pdn.ac.lk/departments/biochemistry/staff/perera.html
Prof. J.G.S. Ranasinghe,Department of Biochemistry,Faculty of Medicine,http://med.pdn.ac.lk/departments/biochemistry/staff/ranasinghe.html
Dr. P.H.P. Fernando,Department of Biochemistry,Faculty of Medicine,http://med.pdn.ac.lk/departments/biochemistry/staff/fernando.html
Prof. C.N.R.A. Alles,Department of Biochemistry,Faculty of Medicine,http://med.pdn.ac.lk/departments/biochemistry/staff/alles.html
Dr. W.I.T. Fernando,Department of Biochemistry,Faculty of Medicine,http://med.pdn.ac.lk/departments/biochemistry/staff/fernandoWIT.html
Prof. Kalana Maduwage,Department of Biochemistry,Faculty of Medicine,http://med.pdn.ac.lk/departments/biochemistry/staff/kalana.html
Dr. S. P. R. P. PREMATILAKE,Department of Biochemistry,Faculty of Medicine,http://med.pdn.ac.lk/departments/biochemistry/staff/prematilake.html
Dr. Bimba L. Goonapienuwala,Department of Biochemistry,Faculty of Medicine,http://med.pdn.ac.lk/departments/biochemistry/staff/bimba.html
Dr. A.W.D.L. Ambagaspitiya,Department of Biochemistry,Faculty of Medicine,http://med.pdn.ac.lk/departments/biochemistry/staff/ambagaspitiya.html
Prof. N.S. Kalupahana,Department of Physiology,Faculty of Medicine,http://med.pdn.ac.lk/departments/physiology/staff/drkalupahana.html
Prof. Vajira Weerasinghe,Department of Physiology,Faculty of Medicine,http://med.pdn.ac.lk/departments/physiology/staff/weerasinghe.html
Dr. A.Kariyawasam,Department of Physiology,Faculty of Medicine,http://med.pdn.ac.lk/departments/physiology/staff/kariyawasam.html
Dr. Indu. Nanayakkara,Department of Physiology,Faculty of Medicine,http://med.pdn.ac.lk/departments/physiology/staff/nanayakkara.html
Dr. A.S. Ariyasinghe,Department of Physiology,Faculty of Medicine,http://med.pdn.ac.lk/departments/physiology/staff/ariyasinghe.html
Prof. Tharaka Dassanayake,Department of Physiology,Faculty of Medicine,http://med.pdn.ac.lk/departments/physiology/staff/drtharaka.html
Dr. Padmini Dahanayake,Department of Physiology,Faculty of Medicine,http://med.pdn.ac.lk/departments/physiology/staff/drWPdahanayake.html
Dr. C. N. Kahathuduwa,Department of Physiology,Faculty of Medicine,http://med.pdn.ac.lk/departments/physiology/staff/kahathuduwa.html
Dr A A C Alahakoon,Department of Physiology,Faculty of Medicine,http://med.pdn.ac.lk/departments/physiology/staff/alahakoon.html
Dr T.D.P. Nandadeva,Department of Physiology,Faculty of Medicine,http://med.pdn.ac.lk/departments/physiology/staff/nandadeva.html
Prof. Neelakanthi Ratnatunga,Department of Pathology,Faculty of Medicine,http://med.pdn.ac.lk/departments/pathology/staff/ratnathunga.html
Prof. A.M.S.D.M. Dissanayake,Department of Pathology,Faculty of Medicine,http://med.pdn.ac.lk/departments/pathology/staff/dissanayake.html
Dr. R. Gunewardane,Department of Pathology,Faculty of Medicine,http://med.pdn.ac.lk/departments/pathology/staff/gunawardana.html
Dr. Sulochana Wijetunge,Department of Pathology,Faculty of Medicine,http://med.pdn.ac.lk/departments/pathology/staff/wijetunge.html
Dr. R. Waduge,Department of Pathology,Faculty of Medicine,http://med.pdn.ac.lk/departments/pathology/staff/waduge.html
Dr. Eranga Himalee Siriweera,Department of Pathology,Faculty of Medicine,http://med.pdn.ac.lk/departments/pathology/staff/siriweera.html
Dr. Sakunthala Jayasinghe,Department of Pathology,Faculty of Medicine,http://med.pdn.ac.lk/departments/pathology/staff/DrHBVS.html
Dr. R.M.P. Manel Rathnayake,Department of Pathology,Faculty of Medicine,http://med.pdn.ac.lk/departments/pathology/staff/rathnayake.html
Dr. W.M.D.R. Iddawela,Department of Parasitology,Faculty of Medicine,http://med.pdn.ac.lk/departments/parasitology/staff/iddawela.html
Prof. W.D.S.J. Wickramasinghe,Department of Parasitology,Faculty of Medicine,http://med.pdn.ac.lk/departments/parasitology/staff/wickramasinghe.html
Dr. Rumala Morel,Department of Parasitology,Faculty of Medicine,http://med.pdn.ac.lk/departments/parasitology/staff/DrRPMorel.html
Dr. D.N. Atapattu,Department of Parasitology,Faculty of Medicine,http://med.pdn.ac.lk/departments/parasitology/staff/DrAtapattu.html
DR. B.NILANTHI DISSANAYAKE,Department of Microbiology,Faculty of Medicine,http://med.pdn.ac.lk/departments/microbiology/staff/nilanthi.html
PROF. F. NOORDEEN,Department of Microbiology,Faculty of Medicine,http://med.pdn.ac.lk/departments/microbiology/staff/noordeen.html
